Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/21  10:00:00,1150.61478358,97.6558980057,412.776114423,0.0,131.945524568,266.955817592,496.8056015,427.999770406,42.4850247072,26.3208063865
 01/21  11:00:00,1189.91164514,98.01029786,419.378157191,0.0,131.945524568,274.45309292,502.410364469,405.174274825,70.808374512,26.4277151328
 01/21  12:00:00,1207.95136423,98.2207542644,421.199164555,0.0,131.945524568,274.45309292,488.974239689,391.736315961,70.808374512,26.4295492162
 01/21  13:00:00,1186.15905965,98.4212715425,419.113592843,0.0,131.945524568,274.45309292,475.023562805,377.789423441,70.808374512,26.4257648512
 01/21  14:00:00,1182.38966784,98.4911688894,418.775267868,0.0,131.945524568,266.955817592,451.44349566,368.37512662,56.6466996096,26.4216694305
 01/21  15:00:00,1178.6121034,98.6003532087,419.003612785,0.0,131.945524568,266.955817592,417.030505828,348.123513349,42.4850247072,26.4219677711
 01/21  16:00:00,1099.71138925,96.3525857472,419.815807329,0.0,109.682768182,212.545889182,343.833026718,260.76170193,56.6466996096,26.4246251783
 01/21  17:00:00,1106.51423558,96.3525857472,418.657476621,0.0,109.682768182,220.04316451,400.390470687,288.995592175,84.9700494144,26.4248290973
 01/21  18:00:00,1074.97323323,96.3525857472,414.806642402,0.0,109.682768182,220.04316451,416.519408841,305.243592163,84.9700494144,26.305767263
 01/21  19:00:00,1003.00586722,96.3525857472,380.677963156,0.0,100.150657288,199.110933808,450.738562561,348.375324681,84.9700494144,17.393188465
 01/21  20:00:00,957.66375439,96.3525857472,348.44292754,0.0,100.150657288,191.61365848,424.648229822,359.294811626,56.6466996096,8.70671858619
 01/21  21:00:00,831.890730408,96.3525857472,338.407350124,0.0,55.6251445156,124.558693486,479.309569336,405.269046647,56.6466996096,17.3938230791
 01/21  22:00:00,829.192042114,96.3525857472,331.214270219,0.0,55.6251445156,124.558693486,464.261942335,413.069877891,42.4850247072,8.70703973657
 01/21  23:00:00,809.500091208,96.3525857472,318.520608659,0.0,46.0930336215,124.558693486,477.014860984,431.297082344,28.3233498048,17.3944288344
 01/21  24:00:00,794.116111459,96.3525857472,304.501799075,0.0,46.0930336215,124.558693486,462.698444717,439.829413076,14.1616749024,8.70735673772
 01/22  01:00:00,762.337196964,96.3525857472,298.602043388,0.0,34.9616554283,113.312780494,471.441519214,448.382971308,5.66466996096,17.3938779451
 01/22  02:00:00,755.179882363,96.3525857472,293.580811983,0.0,34.9616554283,113.312780494,470.866600381,456.49422585,5.66466996096,8.70770457052
 01/22  03:00:00,738.477252115,96.3525857472,279.815523209,0.0,34.9616554283,113.312780494,492.900963358,469.843249896,5.66466996096,17.3930435013
 01/22  04:00:00,719.117503323,96.3525857472,262.900362971,0.0,34.9616554283,113.312780494,510.639668606,496.266958662,5.66466996096,8.70803998379
 01/22  05:00:00,705.070686541,96.3525857472,244.100704621,0.0,44.4937663224,113.312780494,541.444379983,518.386050332,5.66466996096,17.3936596901
 01/22  06:00:00,688.519880074,96.3525857472,232.221798346,0.0,44.4937663224,113.312780494,563.027178859,540.159797663,14.1616749024,8.70570629382
 01/22  07:00:00,754.42010801,96.3525857472,230.452771516,0.0,54.0258772165,176.889270242,523.858608608,478.14096448,28.3233498048,17.3942943228
 01/22  08:00:00,765.24197157,96.3525857472,252.837095229,0.0,54.0258772165,184.38654557,472.563820955,421.372799808,42.4850247072,8.70599644005
 01/22  09:00:00,920.264175419,96.3525857472,326.188638511,0.0,65.1572554096,220.04316451,432.628108746,358.515476371,56.6466996096,17.4659327647
 01/22  10:00:00,990.509756632,96.3525857472,390.822564562,0.0,65.1572554096,212.545889182,408.377700685,339.598274775,42.4850247072,26.294401202
 01/22  11:00:00,1019.98597734,96.3525857472,401.600106223,0.0,65.1572554096,220.04316451,430.339343156,333.128890807,70.808374512,26.4020778372
 01/22  12:00:00,1033.75042498,96.3525857472,407.631715463,0.0,65.1572554096,220.04316451,422.522117163,325.31213613,70.808374512,26.4016065212
 01/22  13:00:00,1040.11052275,96.3525857472,412.443475705,0.0,65.1572554096,220.04316451,414.128683713,316.919230364,70.808374512,26.4010788374
 01/22  14:00:00,1039.93009536,96.3525857472,416.9257005,0.0,65.1572554096,212.545889182,388.683071118,305.633309576,56.6466996096,26.403061933
 01/22  15:00:00,1037.99769869,96.3525857472,410.528807096,0.0,65.1572554096,212.545889182,358.73849156,289.848279451,42.4850247072,26.4051874023
 01/22  16:00:00,1040.38146763,96.3525857472,409.035873178,0.0,65.1572554096,212.545889182,364.767909306,281.716565876,56.6466996096,26.4046438208
 01/22  17:00:00,1029.64312138,96.3525857472,423.462674574,0.0,65.1572554096,220.04316451,421.934568121,310.560290252,84.9700494144,26.4042284543
 01/22  18:00:00,990.776363226,96.3525857472,417.51804257,0.0,54.0258772165,184.38654557,442.649034987,340.143757149,84.9700494144,17.5352284237
 01/22  19:00:00,932.455669437,96.3525857472,389.739297303,0.0,44.4937663224,163.454314868,488.022950375,385.66060069,84.9700494144,17.3923002709
 01/22  20:00:00,884.6833429,96.3525857472,354.823367695,0.0,44.4937663224,155.95703954,465.658740699,400.304368335,56.6466996096,8.70767275472
 01/22  21:00:00,813.918433445,96.3525857472,323.608226644,0.0,44.4937663224,124.558693486,516.332690403,442.292997793,56.6466996096,17.392993
 01/22  22:00:00,802.016305668,96.3525857472,310.709894777,0.0,44.4937663224,124.558693486,503.772814798,452.579775264,42.4850247072,8.70801482714
 01/22  23:00:00,792.811413529,96.3525857472,310.058435018,0.0,34.9616554283,124.558693486,518.025464828,472.308501053,28.3233498048,17.3936139696
 01/22  24:00:00,760.414875233,96.3525857472,278.529053412,0.0,34.9616554283,124.558693486,521.835256469,498.967896433,14.1616749024,8.70568513313
 01/23  01:00:00,732.331546289,96.3525857472,256.900369202,0.0,46.0930336215,113.312780494,550.883332674,527.822928465,5.66466996096,17.3957342478
 01/23  02:00:00,718.617347556,96.3525857472,244.573661626,0.0,46.0930336215,113.312780494,566.891967882,552.521313148,5.66466996096,8.70598477244
 01/23  03:00:00,711.376265051,96.3525857472,236.80888495,0.0,46.0930336215,113.312780494,592.401271659,569.341658334,5.66466996096,17.3949433636
 01/23  04:00:00,699.250291845,96.3525857472,225.531805815,0.0,46.0930336215,113.312780494,613.066925045,598.695964529,5.66466996096,8.70629055497
 01/23  05:00:00,778.936024962,96.3525857472,217.912549625,0.0,100.150657288,148.969399434,607.477441201,584.419680775,5.66466996096,17.3930904658
 01/23  06:00:00,777.159069555,96.3525857472,216.783659397,0.0,100.150657288,149.894399434,951.279382587,928.411106243,14.1616749024,8.70660144156
 01/23  07:00:00,1001.84102809,96.6484069438,215.951247575,0.0,176.471037341,302.612436532,665.023430993,619.306371213,28.3233498048,17.3937099748
 01/23  08:00:00,1147.53376009,96.9543405402,255.541206351,0.0,243.2593065,310.10971186,580.892531789,518.31698792,42.4850247072,20.0905191625
 01/23  09:00:00,1285.90752983,97.0826852099,345.310533218,0.0,243.2593065,310.10971186,555.11899147,465.793388147,56.6466996096,32.6789037132
 01/23  10:00:00,1372.72080334,97.2992203863,390.717460461,0.0,243.2593065,302.612436532,504.026431296,435.006358936,42.4850247072,26.5350476527
 01/23  11:00:00,1399.12794524,97.8160663532,399.537876875,0.0,243.2593065,310.10971186,515.808070657,409.437245843,70.808374512,35.5624503023
 01/23  12:00:00,1412.61908976,98.3356010587,405.285998835,0.0,243.2593065,310.10971186,500.953949252,385.609843927,70.808374512,44.535730813
 01/23  13:00:00,1379.61984712,98.8260559001,411.877017213,0.0,243.2593065,310.10971186,463.16705539,365.767715917,70.808374512,26.590964961
 01/23  14:00:00,1408.15453026,99.2403824911,406.089824318,0.0,243.2593065,302.612436532,445.885193663,344.71188622,56.6466996096,44.5266078325
 01/23  15:00:00,1402.68159572,99.9151676227,401.974883311,0.0,243.2593065,302.612436532,394.807752162,316.774239407,42.4850247072,35.5484880482
 01/23  16:00:00,1403.38494024,100.502329756,405.39461791,0.0,243.2593065,302.612436532,396.755211692,304.622581991,56.6466996096,35.4859300919
 01/23  17:00:00,1427.92082016,100.504313986,420.559342681,0.0,243.2593065,310.10971186,443.17992264,331.712714386,84.9700494144,26.4971588396
 01/23  18:00:00,1434.53472986,100.961924574,414.379043783,0.0,243.2593065,310.10971186,450.783499087,348.318692522,84.9700494144,17.4947571506
 01/23  19:00:00,1140.3471739,96.3525857472,398.243173525,0.0,166.938926447,199.110933808,445.964250132,343.553560053,84.9700494144,17.4406406643
 01/23  20:00:00,1111.63224179,96.3525857472,386.900371025,0.0,166.938926447,191.61365848,426.208767646,352.124944927,56.6466996096,17.43712311
 01/23  21:00:00,981.087197603,96.3525857472,394.792960807,0.0,100.150657288,124.558693486,465.600049453,391.512140444,56.6466996096,17.4412094002
 01/23  22:00:00,949.931084967,96.3525857472,399.115997568,0.0,100.150657288,124.558693486,447.907670601,396.713755302,42.4850247072,8.70889059161
 01/23  23:00:00,891.252980521,96.3525857472,400.377200441,0.0,46.0930336215,124.558693486,459.026440942,413.309953333,28.3233498048,17.3931378043
 01/23  24:00:00,900.351777174,96.3525857472,403.525988036,0.0,46.0930336215,124.558693486,439.139194478,416.270829641,14.1616749024,8.70668993518
 01/24  01:00:00,898.381815193,96.3525857472,406.973455695,0.0,46.0930336215,113.312780494,442.200337755,419.141763615,5.66466996096,17.3939041785
 01/24  02:00:00,904.229203787,96.3525857472,406.903016527,0.0,46.0930336215,113.312780494,436.993471765,422.62177038,5.66466996096,8.70703142343
 01/24  03:00:00,905.237525127,96.3525857472,405.995166641,0.0,46.0930336215,113.312780494,448.870340401,425.811234664,5.66466996096,17.3944357763
 01/24  04:00:00,903.247185725,96.3525857472,404.552997563,0.0,46.0930336215,113.312780494,452.980370631,429.922590169,5.66466996096,17.3931105011
 01/24  05:00:00,990.055728179,96.3525857472,401.116154889,0.0,100.150657288,148.969399434,427.991024538,413.619669899,5.66466996096,8.70668467838
 01/24  06:00:00,991.454992448,96.5559147898,399.585405337,0.0,100.150657288,149.894399434,705.554507239,673.999067608,14.1616749024,17.3937647281
 01/24  07:00:00,1219.15767548,97.3847649599,401.338355345,0.0,176.471037341,302.612436532,501.984372714,464.954006067,28.3233498048,8.70701684254
 01/24  08:00:00,1324.20687303,98.5895469422,402.312519244,0.0,243.2593065,310.10971186,487.152853495,418.358903151,42.4850247072,26.3089256365
 01/24  09:00:00,1349.05909719,99.2413473832,405.743759519,0.0,243.2593065,310.10971186,484.4654586,401.383379112,56.6466996096,26.4353798777
 01/24  10:00:00,1363.74900714,99.8514650392,412.086865569,0.0,243.2593065,302.612436532,456.754365535,387.742871173,42.4850247072,26.5264696547
 01/24  11:00:00,1360.98996338,100.296578607,423.444930541,0.0,243.2593065,310.10971186,479.636207632,373.260339136,70.808374512,35.5674939842
 01/24  12:00:00,1382.10756764,100.724060648,428.953925875,0.0,243.2593065,310.10971186,478.519169451,363.182679543,70.808374512,44.5281153961
 01/24  13:00:00,1334.6259139,101.20655522,430.529243379,0.0,243.2593065,310.10971186,454.628620486,351.655274114,70.808374512,32.1649718592
 01/24  14:00:00,1358.91732285,101.554789402,434.521289683,0.0,243.2593065,302.612436532,443.880195438,348.333183742,56.6466996096,38.9003120864
 01/24  15:00:00,1360.82769989,102.261289805,435.575177613,0.0,243.2593065,302.612436532,393.174725943,315.135792775,42.4850247072,35.5539084611
 01/24  16:00:00,1361.85312403,102.604612837,436.439643007,0.0,243.2593065,302.612436532,394.378711323,302.241040732,56.6466996096,35.4909709811
 01/24  17:00:00,1354.58743245,102.537066461,423.532478284,0.0,243.2593065,310.10971186,438.689034539,327.223659699,84.9700494144,26.4953254249
 01/24  18:00:00,1366.24220993,102.865708714,418.895237683,0.0,243.2593065,310.10971186,442.587645975,340.120563848,84.9700494144,17.4970327127
 01/24  19:00:00,1098.67730996,96.3525857472,421.549160767,0.0,166.938926447,199.110933808,449.133014534,346.720906072,84.9700494144,17.4420590469
 01/24  20:00:00,1093.07454235,96.3525857472,423.141521592,0.0,166.938926447,191.61365848,425.174058903,351.08794762,56.6466996096,17.4394116743
 01/24  21:00:00,949.312779792,96.3525857472,413.416209996,0.0,100.150657288,124.558693486,465.765026932,391.679317584,56.6466996096,17.4390097384
 01/24  22:00:00,877.875917112,96.3525857472,404.142132351,0.0,100.150657288,124.558693486,459.643965065,399.760335872,42.4850247072,17.3986044861
 01/24  23:00:00,798.975933932,96.3525857472,403.950754156,0.0,46.0930336215,124.558693486,455.770809162,418.740569331,28.3233498048,8.70689002549
 01/24  24:00:00,800.351417923,96.3525857472,404.403399234,0.0,46.0930336215,124.558693486,455.649788553,424.093954358,14.1616749024,17.3941592935
 01/25  01:00:00,793.922484187,96.3525857472,404.849583958,0.0,46.0930336215,113.312780494,442.927475823,428.555565746,5.66466996096,8.7072401157
 01/25  02:00:00,797.509943226,96.3525857472,404.770679773,0.0,46.0930336215,113.312780494,456.064184162,433.007170465,5.66466996096,17.3923437367
 01/25  03:00:00,800.93363586,96.3525857472,404.729070807,0.0,46.0930336215,113.312780494,451.312596969,436.940354955,5.66466996096,8.70757205298
 01/25  04:00:00,806.584692187,96.3525857472,404.812549821,0.0,46.0930336215,113.312780494,464.236999911,441.179515809,5.66466996096,17.3928141414
 01/25  05:00:00,913.986884864,96.3525857472,405.623092802,0.0,100.150657288,148.969399434,437.806283725,423.43369072,5.66466996096,8.70792304388
 01/25  06:00:00,902.08459586,96.7834094465,382.332736393,0.0,100.150657288,149.894399434,702.69115467,671.133855588,14.1616749024,17.3956241794
 01/25  07:00:00,1124.17000437,98.0924691738,376.431008384,0.0,176.471037341,302.612436532,512.428980273,475.398259013,28.3233498048,8.70737145535
 01/25  08:00:00,1240.11183068,100.104156869,382.859129333,0.0,243.2593065,310.10971186,489.167406113,420.374375902,42.4850247072,26.3080055047
 01/25  09:00:00,1303.06499702,100.964213479,403.923098221,0.0,243.2593065,310.10971186,465.430312757,382.350009415,56.6466996096,26.4336037323
 01/25  10:00:00,1353.7239473,101.640943328,415.695548652,0.0,243.2593065,302.612436532,429.039893208,360.031099686,42.4850247072,26.5237688146
 01/25  11:00:00,1372.48240673,102.277648326,418.959980218,0.0,243.2593065,310.10971186,455.453044596,340.197420224,70.808374512,44.4472498594
 01/25  12:00:00,1384.97651835,102.830641221,421.01306609,0.0,243.2593065,310.10971186,431.896096449,325.474955061,70.808374512,35.6127668762
 01/25  13:00:00,1349.86146557,103.389230846,423.101453006,0.0,243.2593065,310.10971186,421.403710453,315.156158502,70.808374512,35.4391774399
 01/25  14:00:00,1382.25102352,103.949759741,426.110935136,0.0,243.2593065,302.612436532,396.464644822,304.201091232,56.6466996096,35.6168539805
 01/25  15:00:00,1371.64947982,104.515329665,428.80619233,0.0,243.2593065,302.612436532,367.875998034,289.831150814,42.4850247072,35.559822513
 01/25  16:00:00,1365.87933107,104.986072983,429.6356875,0.0,243.2593065,302.612436532,378.013908265,285.870857778,56.6466996096,35.4963508782
 01/25  17:00:00,1362.09781745,104.855489774,414.25142307,0.0,243.2593065,310.10971186,423.462957265,312.00287872,84.9700494144,26.4900291303
 01/25  18:00:00,1355.97740296,105.018672167,395.034349286,0.0,243.2593065,310.10971186,438.365164195,327.162312394,84.9700494144,26.2328023866
 01/25  19:00:00,1069.07760964,96.3525857472,383.170033428,0.0,166.938926447,199.110933808,433.408886065,339.710187451,84.9700494144,8.72864920045
 01/25  20:00:00,1051.41775091,96.3525857472,371.857619627,0.0,166.938926447,191.61365848,419.558139061,345.469445466,56.6466996096,17.4419939852
 01/25  21:00:00,920.316237874,96.3525857472,374.910702172,0.0,100.150657288,124.558693486,458.917578247,384.831076325,56.6466996096,17.4398023124
 01/25  22:00:00,888.887964167,96.3525857472,382.512593153,0.0,100.150657288,124.558693486,451.076900432,391.193469973,42.4850247072,17.398405752
 01/25  23:00:00,815.933234659,96.3525857472,370.975440756,0.0,46.0930336215,124.558693486,448.212745581,411.181193152,28.3233498048,8.70820262413
 01/25  24:00:00,801.203107389,96.3525857472,352.256301949,0.0,46.0930336215,124.558693486,451.121286695,419.565635301,14.1616749024,17.3939764914
 01/26  01:00:00,768.865046923,96.3525857472,322.746398576,0.0,46.0930336215,113.312780494,442.886079305,428.515531602,5.66466996096,8.70587774149
 01/26  02:00:00,725.696905478,96.3525857472,276.252511495,0.0,46.0930336215,113.312780494,468.841526236,445.782181598,5.66466996096,17.3946746775
 01/26  03:00:00,701.089614191,96.3525857472,253.945380275,0.0,46.0930336215,113.312780494,480.141925051,465.771077647,5.66466996096,8.70617744236
 01/26  04:00:00,677.842482746,96.3525857472,231.115901984,0.0,46.0930336215,113.312780494,529.640920676,506.580894058,5.66466996096,17.3953566574
 01/26  05:00:00,755.135326961,96.3525857472,216.693374739,0.0,100.150657288,148.969399434,523.087644601,508.716484186,5.66466996096,8.70649045408
 01/26  06:00:00,753.685540487,96.873628687,214.87936445,0.0,100.150657288,149.894399434,737.15440309,705.600080927,14.1616749024,17.392647261
 01/26  07:00:00,967.719665011,98.6580093995,203.72122822,0.0,176.471037341,302.612436532,559.60508484,522.57492388,28.3233498048,8.70681115516
 01/26  08:00:00,1096.18958608,100.754507834,225.644392407,0.0,243.2593065,310.10971186,504.850169357,436.053210356,42.4850247072,26.3119342931
 01/26  09:00:00,1193.71438872,101.605412201,285.18907173,0.0,243.2593065,310.10971186,474.609140828,391.530310975,56.6466996096,26.4321302439
 01/26  10:00:00,1291.34462907,102.264346695,347.78928937,0.0,243.2593065,302.612436532,446.094005118,368.24761823,42.4850247072,35.3613621808
 01/26  11:00:00,1340.49210274,102.812806901,387.537739117,0.0,243.2593065,310.10971186,455.185203782,348.828600543,70.808374512,35.5482287272
 01/26  12:00:00,1364.35531893,103.351602322,406.116880813,0.0,243.2593065,310.10971186,437.061475858,330.633903132,70.808374512,35.6191982137
 01/26  13:00:00,1334.07975459,103.841177893,415.856031986,0.0,243.2593065,310.10971186,423.315373727,317.062404248,70.808374512,35.4445949677
 01/26  14:00:00,1385.03832751,104.414889327,425.828769063,0.0,243.2593065,302.612436532,395.221262712,302.951485729,56.6466996096,35.6230773737
 01/26  15:00:00,1386.96952247,104.948950802,427.911705065,0.0,243.2593065,302.612436532,363.264443901,285.213455605,42.4850247072,35.5659635883
 01/26  16:00:00,1382.45767611,105.223263628,436.162532165,0.0,243.2593065,302.612436532,378.248870097,286.100245612,56.6466996096,35.5019248762
 01/26  17:00:00,1374.77070267,105.30506572,440.928191371,0.0,243.2593065,310.10971186,428.641021101,308.354970821,84.9700494144,35.3160008656
 01/26  18:00:00,1380.57020779,105.557969852,439.455637392,0.0,243.2593065,310.10971186,423.020232503,320.554238034,84.9700494144,17.4959450543
 01/26  19:00:00,1086.60210363,96.3525857472,423.75110372,0.0,166.938926447,199.110933808,436.416819857,334.007539978,84.9700494144,17.4392304652
 01/26  20:00:00,1087.02933783,96.3525857472,433.285846836,0.0,166.938926447,191.61365848,412.043257929,339.291825589,56.6466996096,16.1047327301
 01/26  21:00:00,942.642409733,96.3525857472,430.32332057,0.0,100.150657288,124.558693486,446.120931249,379.41158976,56.6466996096,10.0626418798
 01/26  22:00:00,890.704774255,96.3525857472,414.501107482,0.0,100.150657288,124.558693486,447.955762329,388.072538375,42.4850247072,17.3981992465
 01/26  23:00:00,785.450259064,96.3525857472,360.658232355,0.0,46.0930336215,124.558693486,447.769285642,410.73920006,28.3233498048,8.70673577802
 01/26  24:00:00,764.722241977,96.3525857472,338.030926163,0.0,46.0930336215,124.558693486,450.953898734,419.398354595,14.1616749024,17.3938692367
 01/27  01:00:00,753.150155676,96.3525857472,342.301986564,0.0,46.0930336215,113.312780494,437.970852586,423.599091419,5.66466996096,8.70709120642
 01/27  02:00:00,769.982293009,96.3525857472,363.769157796,0.0,46.0930336215,113.312780494,449.912571981,426.85335246,5.66466996096,17.3945495602
 01/27  03:00:00,754.427775465,96.3525857472,346.707221178,0.0,46.0930336215,113.312780494,457.13626153,434.078362856,5.66466996096,17.3932287123
 01/27  04:00:00,746.078765556,96.3525857472,335.302768989,0.0,46.0930336215,113.312780494,453.849170871,439.477759203,5.66466996096,8.70674170775
 01/27  05:00:00,842.699821101,96.3525857472,341.134580794,0.0,100.150657288,148.969399434,445.892204735,422.833644036,5.66466996096,17.3938907377
 01/27  06:00:00,866.939384412,96.8916130972,363.722189437,0.0,100.150657288,149.894399434,677.982191197,655.113426685,14.1616749024,8.70708960908
 01/27  07:00:00,1078.87248972,99.1582974354,346.659809846,0.0,176.471037341,302.612436532,512.220209972,466.502308747,28.3233498048,17.3945514206
 01/27  08:00:00,1200.11349005,101.285557313,357.10613087,0.0,243.2593065,310.10971186,466.993116299,406.962993489,42.4850247072,17.5450981026
 01/27  09:00:00,1328.99167497,102.133602815,408.448995742,0.0,243.2593065,310.10971186,446.482226255,363.404915887,56.6466996096,26.4306107575
 01/27  10:00:00,1406.4367035,102.911968169,414.303690504,0.0,243.2593065,302.612436532,415.658083647,337.806768967,42.4850247072,35.3662899724
 01/27  11:00:00,1392.64209487,103.489469172,408.677123474,0.0,243.2593065,310.10971186,423.426605444,317.064405642,70.808374512,35.5538252904
 01/27  12:00:00,1364.35785186,103.748902769,406.520932802,0.0,243.2593065,310.10971186,414.265514068,307.831458685,70.808374512,35.6256808711
 01/27  13:00:00,1314.28747911,103.764779364,413.511658095,0.0,243.2593065,310.10971186,416.992496748,310.734116771,70.808374512,35.4500054655
 01/27  14:00:00,1347.05107534,104.014028105,427.610990959,0.0,243.2593065,302.612436532,400.517697262,308.241706626,56.6466996096,35.6292910265
 01/27  15:00:00,1343.41957597,104.734883047,435.845600064,0.0,243.2593065,302.612436532,376.305935717,291.962271835,42.4850247072,41.8586391749
 01/27  16:00:00,1349.62163369,105.259743922,452.533316998,0.0,243.2593065,302.612436532,370.419400422,284.543955157,56.6466996096,29.2287456547
 01/27  17:00:00,1356.47631117,105.273680307,456.133191746,0.0,243.2593065,310.10971186,425.715601064,305.425346356,84.9700494144,35.3202052927
 01/27  18:00:00,1368.23075965,105.562628464,452.982645989,0.0,243.2593065,310.10971186,418.801626164,316.332759044,84.9700494144,17.4988177053
 01/27  19:00:00,1096.54073549,96.3525857472,449.219738033,0.0,166.938926447,199.110933808,430.784743587,328.37286065,84.9700494144,17.4418335219
 01/27  20:00:00,1075.17375084,96.3525857472,447.664922321,0.0,166.938926447,191.61365848,406.916291235,332.830118577,56.6466996096,17.4394730484
 01/27  21:00:00,914.509372755,96.3525857472,429.325394548,0.0,100.150657288,124.558693486,448.413653919,374.329625796,56.6466996096,17.4373285126
 01/27  22:00:00,859.456392958,96.3525857472,409.764893429,0.0,100.150657288,124.558693486,436.844941761,385.650324518,42.4850247072,8.70959253497
 01/27  23:00:00,801.633530789,96.3525857472,414.60215514,0.0,46.0930336215,124.558693486,449.318780413,403.600973057,28.3233498048,17.3944575515
 01/27  24:00:00,819.988858211,96.3525857472,435.798459335,0.0,46.0930336215,124.558693486,430.461122497,407.592067452,14.1616749024,8.70738014302
 01/28  01:00:00,812.821267393,96.3525857472,443.67856907,0.0,46.0930336215,113.312780494,437.032632821,413.974026454,5.66466996096,17.3939364062
 01/28  02:00:00,819.831698958,96.3525857472,436.899635537,0.0,46.0930336215,113.312780494,434.266737721,419.894333653,5.66466996096,8.70773410651
 01/28  03:00:00,809.183177517,96.3525857472,416.325243584,0.0,46.0930336215,113.312780494,447.44599468,424.388200615,5.66466996096,17.3931241036
 01/28  04:00:00,787.641809786,96.3525857472,394.756570226,0.0,46.0930336215,113.312780494,444.40759914,430.034843366,5.66466996096,8.70808581298
 01/28  05:00:00,757.545068801,96.3525857472,350.93512731,0.0,55.6251445156,113.312780494,450.277188219,427.218746292,5.66466996096,17.3937719659
 01/28  06:00:00,731.247660904,96.3525857472,315.172121149,0.0,55.6251445156,113.312780494,457.332870388,434.465424785,14.1616749024,8.70577070049
 01/28  07:00:00,779.426563256,96.3525857472,293.348109572,0.0,65.1572554096,176.889270242,423.784362572,378.066576291,28.3233498048,17.3944364763
 01/28  08:00:00,894.925140447,96.6802760349,304.356350352,0.0,109.682768182,220.96816451,638.592310237,587.401197904,42.4850247072,8.70608762615
 01/28  09:00:00,963.317193658,96.6771143464,373.311169983,0.0,109.682768182,220.96816451,546.516328038,472.391726638,56.6466996096,17.4779017899
 01/28  10:00:00,1124.2721388,97.7596004554,421.916631328,0.0,131.945524568,266.955817592,490.09309084,421.28617289,42.4850247072,26.3218932426
 01/28  11:00:00,1153.26004679,98.0552546362,432.532213751,0.0,131.945524568,274.45309292,498.006806877,400.769490943,70.808374512,26.4289414219
 01/28  12:00:00,1168.31407869,98.2848194889,437.487795868,0.0,131.945524568,274.45309292,481.569051466,384.329798124,70.808374512,26.4308788295
 01/28  13:00:00,1155.17080117,98.4353515425,437.213084983,0.0,131.945524568,274.45309292,468.149896182,370.91843219,70.808374512,26.4230894796
 01/28  14:00:00,1149.48264096,98.6103598209,437.073296243,0.0,131.945524568,266.955817592,438.511349509,355.441695046,56.6466996096,26.4229548531
 01/28  15:00:00,1147.45474537,98.7390380141,440.259850428,0.0,131.945524568,266.955817592,401.508715576,332.600235981,42.4850247072,26.4234548878
 01/28  16:00:00,1058.78058376,96.3525857472,442.824367932,0.0,109.682768182,212.545889182,337.069228767,253.99832993,56.6466996096,26.4241992268
 01/28  17:00:00,1044.34253237,96.3525857472,430.972161815,0.0,109.682768182,220.04316451,407.499156637,287.303620799,84.9700494144,35.2254864238
 01/28  18:00:00,983.598831786,96.3525857472,397.908566138,0.0,109.682768182,220.04316451,409.19790991,306.684207757,84.9700494144,17.5436527384
 01/28  19:00:00,936.941616288,96.3525857472,387.131350768,0.0,100.150657288,199.110933808,448.303398108,345.939348638,84.9700494144,17.3940000562
 01/28  20:00:00,914.116229274,96.3525857472,370.907612968,0.0,100.150657288,191.61365848,418.704655915,353.350799483,56.6466996096,8.70715682234
 01/28  21:00:00,794.883090239,96.3525857472,352.616069896,0.0,55.6251445156,124.558693486,473.264943758,399.223539746,56.6466996096,17.394704402
 01/28  22:00:00,769.600016285,96.3525857472,321.987136605,0.0,55.6251445156,124.558693486,461.584546484,410.392019922,42.4850247072,8.70750185391
 01/28  23:00:00,750.692999293,96.3525857472,305.562979982,0.0,46.0930336215,124.558693486,475.212174605,429.496134364,28.3233498048,17.392690437
 01/28  24:00:00,738.164307887,96.3525857472,293.415694366,0.0,46.0930336215,124.558693486,460.184960014,437.315436069,14.1616749024,8.70784904217
 01/29  01:00:00,692.445976144,96.3525857472,275.15700673,0.0,34.9616554283,113.312780494,470.955981921,447.896502058,5.66466996096,17.3948099021
 01/29  02:00:00,683.424979497,96.3525857472,267.219793807,0.0,34.9616554283,113.312780494,474.706205976,460.333330245,5.66466996096,8.70820577074
 01/29  03:00:00,682.203288936,96.3525857472,266.138651984,0.0,34.9616554283,113.312780494,490.915006796,467.85633892,5.66466996096,17.3939979146
 01/29  04:00:00,674.900987218,96.3525857472,255.88740838,0.0,34.9616554283,113.312780494,502.646913726,488.276366307,5.66466996096,8.70587745881
 01/29  05:00:00,677.182906172,96.3525857472,248.723947161,0.0,44.4937663224,113.312780494,516.9931451,493.933795347,5.66466996096,17.3946797924
 01/29  06:00:00,676.741500192,96.3525857472,248.222089073,0.0,44.4937663224,113.312780494,522.872896079,500.00503571,14.1616749024,8.7061854665
 01/29  07:00:00,731.891956033,96.3525857472,237.498922582,0.0,54.0258772165,176.889270242,502.537598487,456.818873993,28.3233498048,17.3953746896
