Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 10/29  24:00:00,810.166977897,96.3525857472,454.28828946,0.0,34.9616554283,113.312780494,431.462196455,417.097814577,5.66466996096,8.69971191675
 10/30  01:00:00,795.420535083,96.3525857472,423.055961425,0.0,46.0930336215,113.312780494,447.957588828,424.911913126,5.66466996096,17.3810057412
 10/30  02:00:00,787.747325239,96.3525857472,416.742298049,0.0,46.0930336215,113.312780494,445.808952944,431.445491829,5.66466996096,8.69879115437
 10/30  03:00:00,791.237223784,96.3525857472,413.902315048,0.0,46.0930336215,113.312780494,461.410378922,438.366741885,5.66466996096,17.378967076
 10/30  04:00:00,871.571085603,96.3525857472,394.565557784,0.0,100.150657288,148.969399434,432.692492667,418.327599101,5.66466996096,8.7002236057
 10/30  05:00:00,850.256237967,96.3525857472,362.50804147,0.0,100.150657288,149.894399434,782.377364155,750.836221447,14.1616749024,17.3794678059
 10/30  06:00:00,1068.0865936,96.8384586315,355.437053297,0.0,176.471037341,302.612436532,537.883398159,500.860870056,28.3233498048,8.69917829787
 10/30  07:00:00,1190.6719343,98.0318388969,372.673751206,0.0,243.2593065,310.10971186,505.489167096,445.484714216,42.4850247072,17.5194281721
 10/30  08:00:00,1266.2920568,98.9079708216,423.325938712,0.0,243.2593065,310.10971186,484.40480669,401.371352684,56.6466996096,26.3867543961
 10/30  09:00:00,1324.52468905,99.8477871522,447.541353143,0.0,243.2593065,302.612436532,448.234545131,370.457057896,42.4850247072,35.2924625283
 10/30  10:00:00,1335.09120254,100.697288848,444.093042439,0.0,243.2593065,310.10971186,437.929052843,340.505391227,70.808374512,26.6152871037
 10/30  11:00:00,1337.16653751,101.423517353,433.150802469,0.0,243.2593065,310.10971186,429.907377609,323.551672864,70.808374512,35.5473302325
 10/30  12:00:00,1273.38883435,102.284860659,412.868254232,0.0,243.2593065,310.10971186,412.776650482,306.592834232,70.808374512,35.3754417377
 10/30  13:00:00,1291.41225965,103.410991374,397.571866272,0.0,243.2593065,302.612436532,382.455074421,290.273718817,56.6466996096,35.5346559943
 10/30  14:00:00,1287.81437027,104.546310056,390.324469663,0.0,243.2593065,302.612436532,348.961232056,271.00237199,42.4850247072,35.4738353589
 10/30  15:00:00,1286.7081614,105.986932025,387.540278123,0.0,243.2593065,302.612436532,345.401866159,253.347052916,56.6466996096,35.4081136336
 10/30  16:00:00,1292.69931363,107.407286351,385.767894952,0.0,243.2593065,310.10971186,358.498704477,247.084144106,84.9700494144,26.4445109564
 10/30  17:00:00,1307.69606887,107.828403367,401.401120787,0.0,243.2593065,310.10971186,365.661779473,263.216373095,84.9700494144,17.4753569636
 10/30  18:00:00,1086.70877518,96.3525857472,453.516631705,0.0,166.938926447,199.110933808,389.525593997,287.134830744,84.9700494144,17.4207138383
 10/30  19:00:00,1092.35017942,96.3525857472,465.598760963,0.0,166.938926447,191.61365848,373.008593821,307.640088707,56.6466996096,8.72180550449
 10/30  20:00:00,959.982459488,96.3525857472,455.499690256,0.0,100.150657288,124.558693486,427.118317528,353.04922643,56.6466996096,17.4223914883
 10/30  21:00:00,920.450265854,96.3525857472,448.852221723,0.0,100.150657288,124.558693486,412.919643976,361.732223218,42.4850247072,8.70239605026
 10/30  22:00:00,837.304801084,96.3525857472,444.196892212,0.0,46.0930336215,124.558693486,427.546461395,381.841436703,28.3233498048,17.3816748873
 10/30  23:00:00,823.004198732,96.3525857472,430.794035349,0.0,46.0930336215,124.558693486,413.155497311,390.294766136,14.1616749024,8.69905627207
 10/30  24:00:00,799.729722213,96.3525857472,417.161182346,0.0,46.0930336215,113.312780494,420.508570123,397.462983389,5.66466996096,17.3809167734
 10/31  01:00:00,799.103018993,96.3525857472,416.425985109,0.0,46.0930336215,113.312780494,416.624217396,402.258958673,5.66466996096,8.70058876252
 10/31  02:00:00,802.085680404,96.3525857472,413.455033015,0.0,46.0930336215,113.312780494,429.714104241,406.669204705,5.66466996096,17.3802295756
 10/31  03:00:00,803.233672436,96.3525857472,417.02010339,0.0,46.0930336215,113.312780494,424.181220637,409.816964577,5.66466996096,8.69958609901
 10/31  04:00:00,869.052316443,96.3525857472,389.987015325,0.0,100.150657288,148.969399434,411.207566401,396.842804948,5.66466996096,8.70009149198
 10/31  05:00:00,861.153831195,96.5300845557,377.119864335,0.0,100.150657288,149.894399434,636.614967911,605.070978963,14.1616749024,17.3823140448
 10/31  06:00:00,1095.10739458,98.9743501607,382.741104102,0.0,176.471037341,302.612436532,470.713772645,433.691337925,28.3233498048,8.6990849149
 10/31  07:00:00,1219.22072829,101.572125438,394.211490515,0.0,243.2593065,310.10971186,455.641397284,386.881831355,42.4850247072,26.2745412217
 10/31  08:00:00,1281.52061772,103.006668982,432.202188528,0.0,243.2593065,310.10971186,428.811272612,345.776011323,56.6466996096,26.38856168
 10/31  09:00:00,1331.48046444,104.078339847,449.150594041,0.0,243.2593065,302.612436532,391.612387772,322.647340048,42.4850247072,26.4800230173
 10/31  10:00:00,1334.12522183,105.059856742,442.048000953,0.0,243.2593065,310.10971186,406.713549969,300.435047811,70.808374512,35.4701276456
 10/31  11:00:00,1301.14025695,106.133644434,405.332989402,0.0,243.2593065,310.10971186,391.246868121,284.909584633,70.808374512,35.5289089763
 10/31  12:00:00,1244.86244436,107.375603518,385.958442013,0.0,243.2593065,310.10971186,367.731607518,270.390957178,70.808374512,26.5322758279
 10/31  13:00:00,1278.4218661,108.711788598,378.429389514,0.0,243.2593065,302.612436532,349.457087514,257.263545557,56.6466996096,35.5468423478
 10/31  14:00:00,1301.06144329,110.034898973,372.589689535,0.0,243.2593065,302.612436532,319.625024048,241.654615683,42.4850247072,35.4853836587
 10/31  15:00:00,1315.85942069,111.607328274,366.974337549,0.0,243.2593065,302.612436532,317.656661152,225.591331679,56.6466996096,35.418629864
 10/31  16:00:00,1323.72628404,113.130834824,365.17551896,0.0,243.2593065,310.10971186,332.171677058,220.756159297,84.9700494144,26.4454683465
 10/31  17:00:00,1333.69366272,113.038514096,369.309098997,0.0,243.2593065,310.10971186,340.084462188,237.640926505,84.9700494144,17.4734862688
 10/31  18:00:00,1103.49426373,96.3525857472,417.883577002,0.0,166.938926447,199.110933808,374.762000371,272.366486813,84.9700494144,17.425464143
 10/31  19:00:00,1122.79334923,96.3525857472,455.906034115,0.0,166.938926447,191.61365848,368.937772412,294.868942302,56.6466996096,17.4221305002
 10/31  20:00:00,974.072121106,96.3525857472,449.6142901,0.0,100.150657288,124.558693486,406.363195936,340.993810664,56.6466996096,8.72268566149
 10/31  21:00:00,938.025020734,96.3525857472,445.173510316,0.0,100.150657288,124.558693486,409.67298548,349.802025401,42.4850247072,17.3859353722
 10/31  22:00:00,852.92778861,96.3525857472,445.118101977,0.0,46.0930336215,124.558693486,406.711119429,369.688873207,28.3233498048,8.69889641737
 10/31  23:00:00,840.138233026,96.3525857472,447.140996907,0.0,46.0930336215,124.558693486,411.088496479,379.547640704,14.1616749024,17.3791808722
 10/31  24:00:00,810.498527806,96.3525857472,428.225848111,0.0,46.0930336215,113.312780494,401.53876953,387.173758543,5.66466996096,8.70034102549
 11/01  01:00:00,836.306848734,96.3525857472,426.035426165,0.0,46.0930336215,113.312780494,417.090361085,394.045824035,5.66466996096,17.3798670889
 11/01  02:00:00,833.009461831,96.3525857472,407.525978451,0.0,46.0930336215,113.312780494,414.439585564,400.075487288,5.66466996096,8.69942831506
 11/01  03:00:00,819.7261046,96.3525857472,383.140409074,0.0,46.0930336215,113.312780494,421.147408054,406.782809343,5.66466996096,8.69992874949
 11/01  04:00:00,889.029022938,96.3525857472,356.909680319,0.0,100.150657288,148.969399434,416.11239469,393.066185471,5.66466996096,17.3815392587
 11/01  05:00:00,886.104534806,96.8401913903,355.687605544,0.0,100.150657288,149.894399434,589.398686662,566.538022856,14.1616749024,8.6989889034
 11/01  06:00:00,1130.49666029,99.3697671872,373.029017024,0.0,176.471037341,302.612436532,459.389288535,413.685186762,28.3233498048,17.3807519683
 11/01  07:00:00,1253.30039865,102.236474887,381.492920713,0.0,243.2593065,310.10971186,432.152883802,372.142962609,42.4850247072,17.5248964858
 11/01  08:00:00,1324.31538141,103.467092977,410.903935516,0.0,243.2593065,310.10971186,415.930119057,332.896011672,56.6466996096,26.3874077758
 11/01  09:00:00,1364.8466895,104.397767307,417.008488447,0.0,243.2593065,302.612436532,374.152951656,305.189510499,42.4850247072,26.4784164499
 11/01  10:00:00,1347.95214734,105.229875942,401.941550848,0.0,243.2593065,310.10971186,390.341959088,284.050762089,70.808374512,35.4828224862
 11/01  11:00:00,1331.29947217,106.124049287,391.118582792,0.0,243.2593065,310.10971186,380.462370207,274.111233181,70.808374512,35.5427625143
 11/01  12:00:00,1280.18705049,107.1058072,382.817806326,0.0,243.2593065,310.10971186,370.287211988,264.106790703,70.808374512,35.3720467731
 11/01  13:00:00,1306.53353238,108.314186738,380.454709994,0.0,243.2593065,302.612436532,347.922868079,255.745171118,56.6466996096,35.530997352
 11/01  14:00:00,1305.62767961,109.556344967,380.021636649,0.0,243.2593065,302.612436532,321.073229408,243.117904022,42.4850247072,35.470300679
 11/01  15:00:00,1307.77540284,111.169204361,380.362200179,0.0,243.2593065,302.612436532,313.1010271,229.88831358,56.6466996096,26.5660139102
 11/01  16:00:00,1329.84006015,112.169087773,392.441498,0.0,243.2593065,310.10971186,350.430951756,230.208780642,84.9700494144,35.2521216996
 11/01  17:00:00,1350.71933565,111.757228452,412.704695522,0.0,243.2593065,310.10971186,351.511744014,249.068461319,84.9700494144,17.4732332801
 11/01  18:00:00,1107.3049098,96.3525857472,441.516826596,0.0,166.938926447,199.110933808,374.935729365,281.242886346,84.9700494144,8.72279360549
 11/01  19:00:00,1092.01247837,96.3525857472,458.939910572,0.0,166.938926447,191.61365848,370.615788255,296.546540329,56.6466996096,17.4225483163
 11/01  20:00:00,966.123154504,96.3525857472,457.681896669,0.0,100.150657288,124.558693486,416.412990083,342.341596701,56.6466996096,17.4246937727
 11/01  21:00:00,927.782350058,96.3525857472,450.546516224,0.0,100.150657288,124.558693486,403.598538814,352.412056475,42.4850247072,8.7014576322
 11/01  22:00:00,855.729472659,96.3525857472,447.668542166,0.0,46.0930336215,124.558693486,418.787244214,373.084249609,28.3233498048,17.3796448002
 11/01  23:00:00,848.163081976,96.3525857472,446.720918718,0.0,46.0930336215,124.558693486,404.507291793,381.645032794,14.1616749024,8.70058409664
 11/01  24:00:00,830.899428568,96.3525857472,446.320964192,0.0,46.0930336215,113.312780494,410.859797573,387.814908732,5.66466996096,17.3802188796
 11/02  01:00:00,830.846452521,96.3525857472,446.18222421,0.0,46.0930336215,113.312780494,406.906818675,392.542491295,5.66466996096,8.69965741989
 11/02  02:00:00,819.296992018,96.3525857472,429.174366923,0.0,46.0930336215,113.312780494,413.512877215,399.148020567,5.66466996096,8.7001866866
 11/02  03:00:00,810.383338404,96.3525857472,410.207300876,0.0,46.0930336215,113.312780494,429.364282467,406.317656652,5.66466996096,17.3819558539
 11/02  04:00:00,864.58608067,96.3525857472,368.120934577,0.0,100.150657288,148.969399434,408.989371658,394.625441789,5.66466996096,8.699259908
 11/02  05:00:00,863.579832097,97.0158093873,367.128019957,0.0,100.150657288,149.894399434,589.13736152,557.594015998,14.1616749024,17.381670619
 11/02  06:00:00,1099.52318335,99.7608023923,359.756023631,0.0,176.471037341,302.612436532,451.121067107,414.096956635,28.3233498048,8.70076066741
 11/02  07:00:00,1194.83309898,101.786849195,343.633143086,0.0,243.2593065,310.10971186,446.059422187,377.30151584,42.4850247072,26.27288164
 11/02  08:00:00,1275.3143404,102.957084409,393.315679935,0.0,243.2593065,310.10971186,415.419851205,341.173410973,56.6466996096,17.5997406221
 11/02  09:00:00,1338.5345843,103.878848732,424.880097464,0.0,243.2593065,302.612436532,391.993986452,314.207470807,42.4850247072,35.3014909373
 11/02  10:00:00,1359.15211706,104.629696512,438.608942115,0.0,243.2593065,310.10971186,402.364574554,296.086562036,70.808374512,35.4696380064
 11/02  11:00:00,1365.47961743,105.474972146,436.081131122,0.0,243.2593065,310.10971186,393.152717447,286.81605945,70.808374512,35.5282834849
 11/02  12:00:00,1306.59888728,106.614099039,413.495230676,0.0,243.2593065,310.10971186,371.68685368,274.340813651,70.808374512,26.5376655172
 11/02  13:00:00,1334.79726122,108.072729452,406.605989684,0.0,243.2593065,302.612436532,357.769145284,265.575850175,56.6466996096,35.5465954988
 11/02  14:00:00,1334.88224077,109.862395965,399.291110384,0.0,243.2593065,302.612436532,329.008369223,251.037715661,42.4850247072,35.4856288547
 11/02  15:00:00,1338.9596692,111.824906929,392.647939476,0.0,243.2593065,302.612436532,327.430139728,235.36424409,56.6466996096,35.4191960277
 11/02  16:00:00,1347.22076909,113.183549247,390.252007884,0.0,243.2593065,310.10971186,344.027170656,232.606151465,84.9700494144,26.4509697767
 11/02  17:00:00,1365.35369835,112.901466671,403.887425358,0.0,243.2593065,310.10971186,353.035569689,250.592147662,84.9700494144,17.4733726124
 11/02  18:00:00,1160.47443828,96.3525857472,441.677342929,0.0,166.938926447,199.110933808,388.947984235,286.552332095,84.9700494144,17.4256027253
 11/02  19:00:00,1160.60952651,96.3525857472,435.618379858,0.0,166.938926447,191.61365848,376.245738441,302.177109784,56.6466996096,17.4219290482
 11/02  20:00:00,1005.74466611,96.3525857472,416.94692583,0.0,100.150657288,124.558693486,412.335618021,346.966367114,56.6466996096,8.72255129748
 11/02  21:00:00,941.412673276,96.3525857472,392.754865533,0.0,100.150657288,124.558693486,419.862528384,359.991799137,42.4850247072,17.3857045393
 11/02  22:00:00,877.587860078,96.3525857472,397.300318807,0.0,46.0930336215,124.558693486,417.486452414,380.461826033,28.3233498048,8.70127657659
 11/02  23:00:00,856.029798073,96.3525857472,385.902545097,0.0,46.0930336215,124.558693486,420.831425875,389.290707734,14.1616749024,17.379043238
 11/02  24:00:00,815.760487389,96.3525857472,354.630004433,0.0,46.0930336215,113.312780494,412.591760084,398.226811842,5.66466996096,8.70027828066
 11/03  01:00:00,801.177017036,96.3525857472,334.874846586,0.0,46.0930336215,113.312780494,419.947412069,405.581881619,5.66466996096,8.70086048937
 11/03  02:00:00,801.173766197,96.3525857472,337.126511121,0.0,46.0930336215,113.312780494,433.527677934,410.482150512,5.66466996096,17.3808574602
 11/03  03:00:00,794.176066625,96.3525857472,332.703025398,0.0,46.0930336215,113.312780494,431.290777463,416.926173553,5.66466996096,8.69993394866
 11/03  04:00:00,879.280728405,96.3525857472,325.786615683,0.0,100.150657288,148.969399434,424.510688054,401.464422249,5.66466996096,17.3815958432
 11/03  05:00:00,882.384791182,97.0242861824,325.759502454,0.0,100.150657288,149.894399434,595.477172925,572.61397399,14.1616749024,8.70152403218
 11/03  06:00:00,1095.53372589,99.8961420964,314.461194628,0.0,176.471037341,302.612436532,471.927567294,426.223306368,28.3233498048,17.3809111213
 11/03  07:00:00,1221.84415866,101.883422488,327.984663938,0.0,243.2593065,310.10971186,443.774119545,383.763664108,42.4850247072,17.52543073
 11/03  08:00:00,1303.56481264,103.022268917,380.278786256,0.0,243.2593065,310.10971186,428.439782951,345.404431582,56.6466996096,26.3886517594
 11/03  09:00:00,1350.31625196,103.864235694,409.12855529,0.0,243.2593065,302.612436532,389.724749464,320.759708188,42.4850247072,26.4800165681
 11/03  10:00:00,1372.67634433,104.621860931,425.836156734,0.0,243.2593065,310.10971186,405.742714971,299.448677225,70.808374512,35.4856632338
 11/03  11:00:00,1368.94436038,105.3647017,414.059148857,0.0,243.2593065,310.10971186,394.124788112,287.770377726,70.808374512,35.5460358741
 11/03  12:00:00,1309.16729038,106.31733643,396.254455274,0.0,243.2593065,310.10971186,382.282003145,276.098586177,70.808374512,35.3750424559
 11/03  13:00:00,1337.00938877,107.895866062,385.147367808,0.0,243.2593065,302.612436532,355.837432073,263.656031059,56.6466996096,35.5347014048
 11/03  14:00:00,1333.05290144,109.771094793,375.385802262,0.0,243.2593065,302.612436532,326.644747551,248.68563194,42.4850247072,35.4740909029
 11/03  15:00:00,1331.16757425,111.749328803,371.675095891,0.0,243.2593065,302.612436532,317.19254011,233.983356741,56.6466996096,26.5624837588
 11/03  16:00:00,1338.18787575,113.189374638,370.817788007,0.0,243.2593065,310.10971186,350.680187291,230.454486741,84.9700494144,35.2556511352
 11/03  17:00:00,1383.00781672,112.772235068,394.805327403,0.0,243.2593065,310.10971186,353.114131747,250.669265904,84.9700494144,17.4748164295
 11/03  18:00:00,1162.42807132,96.3525857472,425.171442364,0.0,166.938926447,199.110933808,378.498025035,284.807423716,84.9700494144,8.72055190462
 11/03  19:00:00,1168.66523982,96.3525857472,429.925267143,0.0,166.938926447,191.61365848,371.74363795,297.672841449,56.6466996096,17.424096892
 11/03  20:00:00,1033.65170579,96.3525857472,431.057364532,0.0,100.150657288,124.558693486,414.853050491,340.781315979,56.6466996096,17.4250349016
 11/03  21:00:00,983.660998759,96.3525857472,425.927403495,0.0,100.150657288,124.558693486,403.505562249,352.318349284,42.4850247072,8.70218825779
 11/03  22:00:00,904.937166666,96.3525857472,421.336631704,0.0,46.0930336215,124.558693486,419.993453232,374.28885386,28.3233498048,17.3812495672
 11/03  23:00:00,890.28882628,96.3525857472,408.697616637,0.0,46.0930336215,124.558693486,407.979994107,385.116895998,14.1616749024,8.70142320657
 11/03  24:00:00,875.17496466,96.3525857472,403.584256432,0.0,46.0930336215,113.312780494,416.750070477,393.704670028,5.66466996096,17.3807304879
 11/04  01:00:00,868.080442414,96.3525857472,399.215821023,0.0,46.0930336215,113.312780494,414.06933594,399.704143797,5.66466996096,8.70052218185
 11/04  02:00:00,856.269706206,96.3525857472,389.759544308,0.0,46.0930336215,113.312780494,419.471720071,405.105966181,5.66466996096,8.70108392926
 11/04  03:00:00,818.526745256,96.3525857472,361.420927765,0.0,46.0930336215,113.312780494,435.660268613,412.614330022,5.66466996096,17.3812686301
 11/04  04:00:00,809.9883774,96.3525857472,345.183993041,0.0,55.6251445156,113.312780494,422.087394922,407.722579703,5.66466996096,8.70014525789
 11/04  05:00:00,794.407646504,96.3525857472,332.669828762,0.0,55.6251445156,113.312780494,444.18022721,412.636654842,14.1616749024,17.3818974656
 11/04  06:00:00,852.647395729,96.3525857472,324.498284781,0.0,65.1572554096,176.889270242,393.050953153,356.028789622,28.3233498048,8.69881372599
 11/04  07:00:00,969.324280373,96.694287349,333.692494407,0.0,109.682768182,220.96816451,584.129192979,524.262106049,42.4850247072,17.3820622219
 11/04  08:00:00,1016.89825758,96.7448301462,392.779240284,0.0,109.682768182,220.96816451,505.069847107,430.966588262,56.6466996096,17.4565592346
 11/04  09:00:00,1154.15292417,98.2951495819,422.358704546,0.0,131.945524568,266.955817592,439.2913054,379.273963019,42.4850247072,17.5323176735
 11/04  10:00:00,1166.31122701,98.6542703785,419.685232189,0.0,131.945524568,274.45309292,450.117423486,352.922515772,70.808374512,26.3865332021
 11/04  11:00:00,1161.5969075,98.8684334167,412.042494979,0.0,131.945524568,274.45309292,434.639713582,337.44162384,70.808374512,26.3897152301
 11/04  12:00:00,1122.55772883,99.0561923148,398.795158149,0.0,131.945524568,274.45309292,417.22484276,320.033980812,70.808374512,26.3824874359
 11/04  13:00:00,1107.80729794,99.191985953,387.959770873,0.0,131.945524568,266.955817592,391.682097083,308.654373768,56.6466996096,26.3810237056
